id(),SECURITY_DES,EXERCISE_TYPE,EXPIRE_DT,PUT_CALL,STRIKE_PX,TICKER,Date,OPT_PX,HIST_PUT_IMP_VOL,VOLATILITY_30D,HIST_CALL_IMP_VOL,VOLATILITY_60D,VOLATILITY_90D,VOLATILITY_10D,VOLATILITY_20D,RISK_FREE_RATE,UNDERLYING_PRICE,TIME_TO_MATURITY
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-16,2.59,24.92,24.81,24.99,32.43,31.08,22.03,22.48,0.04396999835968018,70.70999908447266,1.1232876712328768
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-17,2.44,24.84,24.84,24.82,32.29,30.71,19.67,22.76,0.04385000228881836,70.08000183105469,1.1205479452054794
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-18,2.4,24.43,24.85,24.46,32.04,30.6,19.42,22.61,0.0449399995803833,70.58000183105469,1.1178082191780823
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-19,2.27,24.8,24.74,24.79,31.63,30.61,18.41,22.09,0.04570000171661377,69.91000366210938,1.115068493150685
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-20,2.33,24.92,23.82,24.91,31.61,30.53,16.79,21.45,0.0452400016784668,69.45999908447266,1.1123287671232878
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-23,2.32,25.19,22.13,25.17,31.61,30.4,16.98,18.32,0.045989999771118166,69.23999786376953,1.104109589041096
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-24,2.5,25.06,22.38,25.09,31.41,30.32,13.96,18.78,0.045910000801086426,70.0999984741211,1.1013698630136985
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-26,2.38,24.59,22.46,24.57,31.43,30.3,14.26,18.91,0.045789999961853026,69.62000274658203,1.095890410958904
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-27,2.43,23.7,22.77,23.7,30.13,30.3,13.85,19.07,0.0461899995803833,70.5999984741211,1.093150684931507
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2024-12-30,2.52,23.56,21.67,23.7,30.15,30.25,13.4,19.11,0.04545000076293945,70.98999786376953,1.084931506849315
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2025-01-02,2.7,22.45,20.16,22.53,28.11,30.03,14.81,16.53,0.045749998092651366,73.12999725341797,1.0767123287671232
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2025-01-03,2.81,22.11,20.09,22.11,28.11,29.91,12.47,16.46,0.045960001945495606,73.95999908447266,1.073972602739726
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2025-01-06,2.84,21.7,19.71,21.74,27.33,29.82,13.38,15.39,0.04618000030517578,73.55999755859375,1.0657534246575342
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2025-01-08,2.74,22.29,17.47,22.27,27.25,29.58,15.63,15.99,0.04692999839782715,73.31999969482422,1.0602739726027397
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2025-01-22,2.7,20.72,20.57,20.74,26.56,28.83,30.07,22.77,0.045989999771118166,75.44000244140625,1.021917808219178
BBG01MBP84T4,G9F6C 81.25 Comdty,European,2026-01-30,Call,81.25,G9F6 Comdty,2025-01-27,2.25,19.33,21.31,19.34,23.22,28.94,23.4,24.31,0.04527999877929687,73.16999816894531,1.0082191780821919
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-09-11,2.62,29.77,30.13,29.77,24.94,22.9,34.63,30.34,0.036530001163482664,67.30999755859375,1.3863013698630138
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-09-19,3.36,28.12,29.19,28.11,25.66,23.55,29.14,31.54,0.03740000009536743,71.94999694824219,1.3643835616438356
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-09-20,3.28,27.79,29.09,27.77,25.64,23.52,29.36,30.41,0.03727999925613403,71.91999816894531,1.3616438356164384
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-01,3.45,30.42,28.91,30.37,26.61,24.34,25.42,27.15,0.03743000030517578,69.83000183105469,1.3315068493150686
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-02,3.61,32.3,28.66,32.28,26.62,24.33,24.38,27.15,0.037850000858306886,70.0999984741211,1.3287671232876712
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-04,4.22,32.06,30.91,32.04,28.32,25.12,33.56,29.98,0.03980999946594238,74.37999725341797,1.3232876712328767
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-07,5.16,32.1,32.31,32.17,29.45,25.85,37.4,27.97,0.040260000228881834,77.13999938964844,1.3150684931506849
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-09,4.16,32.0,34.0,31.99,30.47,26.32,40.57,32.6,0.04066999912261963,73.23999786376953,1.3095890410958904
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-11,4.77,33.67,34.33,33.58,30.7,26.67,42.87,33.65,0.04072999954223633,75.55999755859375,1.3041095890410959
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-14,4.6,34.16,32.75,34.08,30.93,26.71,44.66,34.5,0.04098000049591064,73.83000183105469,1.295890410958904
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-15,3.53,33.19,35.21,33.19,32.0,27.69,51.74,38.45,0.040380001068115234,70.58000183105469,1.2931506849315069
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-16,3.33,32.74,35.23,32.71,31.92,27.44,44.41,38.16,0.040159997940063474,70.38999938964844,1.2904109589041095
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-17,3.4,32.27,34.55,32.27,31.91,27.43,44.52,38.17,0.04096000194549561,70.66999816894531,1.2876712328767124
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-21,3.41,32.07,33.42,32.07,32.24,27.75,34.78,38.79,0.04182000160217285,70.55999755859375,1.2767123287671234
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-22,3.9,32.72,33.6,32.63,32.57,28.04,37.69,39.02,0.04203999996185303,72.08999633789062,1.273972602739726
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-24,3.68,33.23,33.43,33.24,31.83,27.98,32.38,38.12,0.04199999809265137,70.19000244140625,1.2684931506849315
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-10-25,4.18,33.65,33.59,33.64,31.18,28.2,34.41,38.73,0.0423199987411499,71.77999877929688,1.2657534246575342
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-11-04,3.79,32.99,39.2,33.02,33.62,30.58,42.6,38.04,0.04309000015258789,71.47000122070312,1.2383561643835617
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-11-05,3.78,32.66,38.77,32.69,33.49,30.46,42.06,38.03,0.04289000034332276,71.98999786376953,1.2356164383561643
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-11-06,3.76,32.62,37.92,32.65,33.47,30.46,41.95,35.97,0.04426000118255615,71.69000244140625,1.2328767123287672
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-11-18,3.13,28.86,34.87,28.91,34.13,31.71,31.14,35.4,0.04414000034332275,69.16000366210938,1.2
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-11-19,3.21,28.54,34.81,28.52,33.93,31.65,31.19,35.12,0.04379000186920166,69.38999938964844,1.1972602739726028
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-11-21,3.32,28.3,33.8,28.35,33.88,31.73,29.8,34.79,0.04432000160217285,70.0999984741211,1.1917808219178083
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-11-22,3.59,28.48,33.71,28.56,33.69,31.5,24.77,25.78,0.04409999847412109,71.23999786376953,1.189041095890411
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-03,3.06,27.05,31.53,27.03,32.37,31.91,25.53,27.03,0.04223000049591064,69.94000244140625,1.158904109589041
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-11,2.81,24.53,25.71,24.64,32.39,31.23,24.26,26.28,0.042709999084472657,70.29000091552734,1.1369863013698631
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-12,2.94,25.56,25.6,25.53,32.27,31.05,23.57,26.31,0.04323999881744385,70.0199966430664,1.1342465753424658
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-13,3.22,26.07,25.92,26.07,32.41,31.08,24.35,25.18,0.0439900016784668,71.29000091552734,1.1315068493150684
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-16,3.03,24.92,24.81,24.99,32.43,31.08,22.03,22.48,0.04396999835968018,70.70999908447266,1.1232876712328768
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-17,2.86,24.84,24.84,24.82,32.29,30.71,19.67,22.76,0.04385000228881836,70.08000183105469,1.1205479452054794
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-18,2.81,24.43,24.85,24.46,32.04,30.6,19.42,22.61,0.0449399995803833,70.58000183105469,1.1178082191780823
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-19,2.66,24.8,24.74,24.79,31.63,30.61,18.41,22.09,0.04570000171661377,69.91000366210938,1.115068493150685
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-20,2.73,24.92,23.82,24.91,31.61,30.53,16.79,21.45,0.0452400016784668,69.45999908447266,1.1123287671232878
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-23,2.72,25.19,22.13,25.17,31.61,30.4,16.98,18.32,0.045989999771118166,69.23999786376953,1.104109589041096
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-24,2.92,25.06,22.38,25.09,31.41,30.32,13.96,18.78,0.045910000801086426,70.0999984741211,1.1013698630136985
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-26,2.79,24.59,22.46,24.57,31.43,30.3,14.26,18.91,0.045789999961853026,69.62000274658203,1.095890410958904
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-27,2.86,23.7,22.77,23.7,30.13,30.3,13.85,19.07,0.0461899995803833,70.5999984741211,1.093150684931507
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2024-12-30,2.96,23.56,21.67,23.7,30.15,30.25,13.4,19.11,0.04545000076293945,70.98999786376953,1.084931506849315
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2025-01-02,3.18,22.45,20.16,22.53,28.11,30.03,14.81,16.53,0.045749998092651366,73.12999725341797,1.0767123287671232
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2025-01-03,3.3,22.11,20.09,22.11,28.11,29.91,12.47,16.46,0.045960001945495606,73.95999908447266,1.073972602739726
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2025-01-06,3.34,21.7,19.71,21.74,27.33,29.82,13.38,15.39,0.04618000030517578,73.55999755859375,1.0657534246575342
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2025-01-08,3.22,22.29,17.47,22.27,27.25,29.58,15.63,15.99,0.04692999839782715,73.31999969482422,1.0602739726027397
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2025-01-22,3.18,20.72,20.57,20.74,26.56,28.83,30.07,22.77,0.045989999771118166,75.44000244140625,1.021917808219178
BBG01M2WZPL0,G9F6C 79.25 Comdty,European,2026-01-30,Call,79.25,G9F6 Comdty,2025-01-27,2.67,19.33,21.31,19.34,23.22,28.94,23.4,24.31,0.04527999877929687,73.16999816894531,1.0082191780821919
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-09-11,2.88,29.77,30.13,29.77,24.94,22.9,34.63,30.34,0.036530001163482664,67.30999755859375,1.3863013698630138
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-09-19,3.68,28.12,29.19,28.11,25.66,23.55,29.14,31.54,0.03740000009536743,71.94999694824219,1.3643835616438356
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-09-20,3.6,27.79,29.09,27.77,25.64,23.52,29.36,30.41,0.03727999925613403,71.91999816894531,1.3616438356164384
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-01,3.8,30.42,28.91,30.37,26.61,24.34,25.42,27.15,0.03743000030517578,69.83000183105469,1.3315068493150686
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-02,3.96,32.3,28.66,32.28,26.62,24.33,24.38,27.15,0.037850000858306886,70.0999984741211,1.3287671232876712
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-04,4.63,32.06,30.91,32.04,28.32,25.12,33.56,29.98,0.03980999946594238,74.37999725341797,1.3232876712328767
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-07,5.6,32.1,32.31,32.17,29.45,25.85,37.4,27.97,0.040260000228881834,77.13999938964844,1.3150684931506849
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-09,4.54,32.0,34.0,31.99,30.47,26.32,40.57,32.6,0.04066999912261963,73.23999786376953,1.3095890410958904
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-11,5.19,33.67,34.33,33.58,30.7,26.67,42.87,33.65,0.04072999954223633,75.55999755859375,1.3041095890410959
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-14,5.02,34.16,32.75,34.08,30.93,26.71,44.66,34.5,0.04098000049591064,73.83000183105469,1.295890410958904
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-15,3.87,33.19,35.21,33.19,32.0,27.69,51.74,38.45,0.040380001068115234,70.58000183105469,1.2931506849315069
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-16,3.65,32.74,35.23,32.71,31.92,27.44,44.41,38.16,0.040159997940063474,70.38999938964844,1.2904109589041095
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-17,3.73,32.27,34.55,32.27,31.91,27.43,44.52,38.17,0.04096000194549561,70.66999816894531,1.2876712328767124
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-21,3.74,32.07,33.42,32.07,32.24,27.75,34.78,38.79,0.04182000160217285,70.55999755859375,1.2767123287671234
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-22,4.26,32.72,33.6,32.63,32.57,28.04,37.69,39.02,0.04203999996185303,72.08999633789062,1.273972602739726
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-24,4.01,33.23,33.43,33.24,31.83,27.98,32.38,38.12,0.04199999809265137,70.19000244140625,1.2684931506849315
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-10-25,4.54,33.65,33.59,33.64,31.18,28.2,34.41,38.73,0.0423199987411499,71.77999877929688,1.2657534246575342
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-11-04,4.13,32.99,39.2,33.02,33.62,30.58,42.6,38.04,0.04309000015258789,71.47000122070312,1.2383561643835617
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-11-05,4.12,32.66,38.77,32.69,33.49,30.46,42.06,38.03,0.04289000034332276,71.98999786376953,1.2356164383561643
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-11-06,4.1,32.62,37.92,32.65,33.47,30.46,41.95,35.97,0.04426000118255615,71.69000244140625,1.2328767123287672
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-11-18,3.43,28.86,34.87,28.91,34.13,31.71,31.14,35.4,0.04414000034332275,69.16000366210938,1.2
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-11-19,3.52,28.54,34.81,28.52,33.93,31.65,31.19,35.12,0.04379000186920166,69.38999938964844,1.1972602739726028
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-11-21,3.64,28.3,33.8,28.35,33.88,31.73,29.8,34.79,0.04432000160217285,70.0999984741211,1.1917808219178083
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-11-22,3.92,28.48,33.71,28.56,33.69,31.5,24.77,25.78,0.04409999847412109,71.23999786376953,1.189041095890411
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-03,3.37,27.05,31.53,27.03,32.37,31.91,25.53,27.03,0.04223000049591064,69.94000244140625,1.158904109589041
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-11,3.12,24.53,25.71,24.64,32.39,31.23,24.26,26.28,0.042709999084472657,70.29000091552734,1.1369863013698631
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-12,3.25,25.56,25.6,25.53,32.27,31.05,23.57,26.31,0.04323999881744385,70.0199966430664,1.1342465753424658
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-13,3.55,26.07,25.92,26.07,32.41,31.08,24.35,25.18,0.0439900016784668,71.29000091552734,1.1315068493150684
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-16,3.35,24.92,24.81,24.99,32.43,31.08,22.03,22.48,0.04396999835968018,70.70999908447266,1.1232876712328768
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-17,3.17,24.84,24.84,24.82,32.29,30.71,19.67,22.76,0.04385000228881836,70.08000183105469,1.1205479452054794
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-18,3.11,24.43,24.85,24.46,32.04,30.6,19.42,22.61,0.0449399995803833,70.58000183105469,1.1178082191780823
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-19,2.95,24.8,24.74,24.79,31.63,30.61,18.41,22.09,0.04570000171661377,69.91000366210938,1.115068493150685
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-20,3.02,24.92,23.82,24.91,31.61,30.53,16.79,21.45,0.0452400016784668,69.45999908447266,1.1123287671232878
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-23,3.01,25.19,22.13,25.17,31.61,30.4,16.98,18.32,0.045989999771118166,69.23999786376953,1.104109589041096
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-24,3.22,25.06,22.38,25.09,31.41,30.32,13.96,18.78,0.045910000801086426,70.0999984741211,1.1013698630136985
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-26,3.09,24.59,22.46,24.57,31.43,30.3,14.26,18.91,0.045789999961853026,69.62000274658203,1.095890410958904
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-27,3.16,23.7,22.77,23.7,30.13,30.3,13.85,19.07,0.0461899995803833,70.5999984741211,1.093150684931507
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2024-12-30,3.27,23.56,21.67,23.7,30.15,30.25,13.4,19.11,0.04545000076293945,70.98999786376953,1.084931506849315
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2025-01-02,3.52,22.45,20.16,22.53,28.11,30.03,14.81,16.53,0.045749998092651366,73.12999725341797,1.0767123287671232
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2025-01-03,3.64,22.11,20.09,22.11,28.11,29.91,12.47,16.46,0.045960001945495606,73.95999908447266,1.073972602739726
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2025-01-06,3.69,21.7,19.71,21.74,27.33,29.82,13.38,15.39,0.04618000030517578,73.55999755859375,1.0657534246575342
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2025-01-08,3.55,22.29,17.47,22.27,27.25,29.58,15.63,15.99,0.04692999839782715,73.31999969482422,1.0602739726027397
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2025-01-22,3.53,20.72,20.57,20.74,26.56,28.83,30.07,22.77,0.045989999771118166,75.44000244140625,1.021917808219178
BBG01LB3KL40,G9F6C 78 Comdty,European,2026-01-30,Call,78.0,G9F6 Comdty,2025-01-27,2.98,19.33,21.31,19.34,23.22,28.94,23.4,24.31,0.04527999877929687,73.16999816894531,1.0082191780821919
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-09-11,3.1,29.77,30.13,29.77,24.94,22.9,34.63,30.34,0.036530001163482664,67.30999755859375,1.3863013698630138
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-09-19,3.96,28.12,29.19,28.11,25.66,23.55,29.14,31.54,0.03740000009536743,71.94999694824219,1.3643835616438356
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-09-20,3.88,27.79,29.09,27.77,25.64,23.52,29.36,30.41,0.03727999925613403,71.91999816894531,1.3616438356164384
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-01,4.1,30.42,28.91,30.37,26.61,24.34,25.42,27.15,0.03743000030517578,69.83000183105469,1.3315068493150686
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-02,4.27,32.3,28.66,32.28,26.62,24.33,24.38,27.15,0.037850000858306886,70.0999984741211,1.3287671232876712
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-04,4.97,32.06,30.91,32.04,28.32,25.12,33.56,29.98,0.03980999946594238,74.37999725341797,1.3232876712328767
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-07,5.97,32.1,32.31,32.17,29.45,25.85,37.4,27.97,0.040260000228881834,77.13999938964844,1.3150684931506849
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-09,4.87,32.0,34.0,31.99,30.47,26.32,40.57,32.6,0.04066999912261963,73.23999786376953,1.3095890410958904
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-11,5.54,33.67,34.33,33.58,30.7,26.67,42.87,33.65,0.04072999954223633,75.55999755859375,1.3041095890410959
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-14,5.38,34.16,32.75,34.08,30.93,26.71,44.66,34.5,0.04098000049591064,73.83000183105469,1.295890410958904
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-15,4.16,33.19,35.21,33.19,32.0,27.69,51.74,38.45,0.040380001068115234,70.58000183105469,1.2931506849315069
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-16,3.93,32.74,35.23,32.71,31.92,27.44,44.41,38.16,0.040159997940063474,70.38999938964844,1.2904109589041095
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-17,4.01,32.27,34.55,32.27,31.91,27.43,44.52,38.17,0.04096000194549561,70.66999816894531,1.2876712328767124
BBG01LB3KKX0,G9F6C 77 Comdty,European,2026-01-30,Call,77.0,G9F6 Comdty,2024-10-21,4.03,32.07,33.42,32.07,32.24,27.75,34.78,38.79,0.04182000160217285,70.55999755859375,1.2767123287671234
